单选(2分)______是数据的最小单位。,radio,4,D,信息项,表元素,数据元素,数据项
单选(2分)以下说法不正确的是______。,radio,4,A,数据项可由若干个数据元素构成 ,数据可由若干个数据元素构成,数据元素是数据的基本单位,数据项是不可分割的最小标识单位
单选(2分)数据结构是指______的集合以及它们之间的关系。,radio,4,B,数据 ,数据元素,结构,计算方法
单选(2分)计算机所处理的数据一般具备某种内在联系，这是指______。,radio,4,D,元素内部具有某种结构,数据项和数据项之间存在某种关系,数据和数据之间存在某种关系,元素和元素之间存在某种关系 
单选(2分)在数据结构中，与所使用的计算机无关的是数据的______结构。,radio,4,A,逻辑,逻辑和存储,物理,存储
单选(2分)数据的逻辑结构可以分为______两类。,radio,4,A,线性结构和非线性结构,动态结构和静态结构,内部结构和外部结构,紧凑结构和非紧凑结构
单选(2分)数据的逻辑结构是指______关系的整体。,radio,4,B,存储结构之间,数据元素之间逻辑,数据类型之间,数据项之间逻辑
单选(2分)以下是数据结构中______属非线性结构。,radio,4,C,串,栈,平衡二叉树,队列
单选(2分)以下属于逻辑结构是______。,radio,4,B,顺序表,有序表,双链表,单链表
单选(2分)以下不属于存储结构是______。,radio,4,B,单链表,线性表,邻接表,顺序表
单选(2分)在计算机中存储数据时，通常不仅要存储各数据元素的值，而且还有存储______。,radio,4,C,数据的存储方法,数据元素的类型 ,数据元素之间的关系,数据的处理方法
单选(2分)数据结构在计算机内存中的表示是指______。,radio,4,A,数据的存储结构,数据元素之间的关系,数据的逻辑结构 ,数据结构
单选(2分)在数据的存储中，一个节点通常存储一个______。,radio,4,D,数据结构,数据类型,数据项,数据元素
单选(2分)在决定选取任何类型的存储结构时，一般不多考虑______。,radio,4,D,对数据有哪些运算,所用编程语言实现这种结构是否方便,节点个数的多少,各节点的值如何
单选(2分)数据在计算机的存储器中表示时，逻辑上相邻的两个元素对应的物理地址也是相邻的，这种存储结构称之为______。,radio,4,D,链式存储结构,路基结构,以上都对,顺序存储结构
单选(2分)数据采用链式存储结构时，要求______。,radio,4,B,节点的最后一个数据域是指针类型,每个节点占用一片连续的存储区域,所有节点占用一片连续的存储区域,每个节点有多少个后继就设多少个指针域
单选(2分)数据的运算______。,radio,4,A,与采用何种存储结构有关,是根据存储结构来定义的效率,有算术运算和关系运算两大类,必须用程序设计语言来描述
单选(2分)_______不是算法的基本特性。,radio,4,A,在规定的时间内完成 ,指令序列长度有限,确定性,可行性
单选(2分)计算机中算法指的是解决某一问题的有限运算序列，它必须具备输入、输出、_______。,radio,4,A,可行性、有穷性和确定性,易读性、稳定性和确定性,可行性、可移植性和可扩充性,确定性、有穷性和稳定性
单选(2分)一个算法具有________ 等设计目标。,radio,4,A,健壮性,确定性 ,可行性,至少有一个输入
单选(2分)以下关于算法的说法正确的是____________。,radio,4,A,其他几个都是错误的,算法等同于程序,算法最终必须由计算机程序实现,算法的可行性是指指令不能有二义性
单选(2分)算法的时间复杂度与_______有关。,radio,4,C,计算机硬件性能,程序设计语言,问题规模,编译程序质量
单选(2分)算法分析的主要任务之一是分析_______。,radio,4,C,算法是否具有较好地可读性,算法中是否存在语法错误,算法的执行时间和问题规模之间的关系,算法的功能是否符合设计要求
单选(2分)算法的时间复杂度为O(n2)，表明该算法的_______。,radio,4,B,执行时间等于,执行时间与成正比,问题规模是,问题规模与成正比
单选(2分)算法分析的目的是_______。,radio,4,A,分析算法的效率以求改进,研究算法中输入和输出的关系,找出数据结构的合理性,分析算法的易读性和文档性
单选(2分)以下函数中时间复杂度最小的是_______。,radio,4,C,T1(n)=nlog2n+5000n,T2(n)=-8000n,T4(n)=20000log2n,T3(n)=-6000n
单选(2分)以下函数中时间复杂度最小的是_______。,radio,4,C,T3(n)=- 1000log2n,T4(n)=2nlog2n-1000log2n,T1(n)=1000log2n ,T2(n)=-1000log2n
单选(2分)以下说法中错误的是 _______。（1）原地工作算法的含义是指不需要任何额外的辅助空间（2）在相同的问题规模下n下，时间复杂度为O(nlog2n)的算法在执行时间上总是优于时间复杂度为O()的算法（3）时间复杂度通常是指最坏情况下，估计算法执行时间的一个上限（4）一个算法的时间复杂度与实现算法的语言无关,radio,4,C,（1）,（1）、（4）,（1）、（2）,（3）
单选(2分)以下数据结构中哪一个是非线性结构？,radio,4,D,线性表,队列,栈,二叉树
单选(2分)下面程序的时间复杂为_______。for（i=1，s=0；i<=n；i++）{t=1；for(j=1；j<=i；j++)t=t*j；s=s+t；},radio,4,D,O(),O( ),O(n),O()
单选(2分)一个算法的时间复杂度为(+log2n+14n)/，其数量级表示为 _______。,radio,4,A,O(n) ,O(),O(),O()
单选(2分)取算法的时间复杂度为O（），当n=5时执行时间为50s，当n=15时，执行时间为_______。,radio,4,A,1350,675,2025,3375
单选(2分)下面程序的时间复杂度为_______。voidfun(intn){inti=1;while(i<=n)i=i*2},radio,4,A,O(log2n),O(nlog2n),O(),O(n)
单选(2分)下面程序的时间复杂度为_______。voidfun(intn){inti=1;while(i<=n)i=i*3},radio,4,D,O(n) ,O(nlog3n) ,O(),O(log3n)
"单选(2分)下面程序的时间复杂度为_______。voidfun(intn){inti=1,k=100;while(i<=n){k++; i+=2;}}",radio,4,B,O(log2n)   ,O(n),O(),O(nlog2n)
判断(2分)数据元素是数据的最小单位。,tof,2,B,正确,错误
判断(2分)数据对象就是一组任意数据元素的集合。,tof,2,B,正确,错误
判断(2分)任何数据结构都具备3个基本运算：插入、删除、和查找。,tof,2,A,错误,正确
判断(2分)数据的逻辑结构与数据元素在计算机中如何存储有关。,tof,2,A,错误,正确
判断(2分)如果数据元素值发生改变，则数据的逻辑结构也随之改变。,tof,2,A,错误,正确
判断(2分)逻辑结构相同的数据，可以采用多种不同的存储方法。,tof,2,A,正确,错误
判断(2分)逻辑结构不相同的数据，必须采用多种不同的存储方法。,tof,2,B,正确,错误
判断(2分)逻辑结构相同的数据，在设计存储结构时，它们的节点类型也一定相同。,tof,2,A,错误,正确
判断(2分)数据的逻辑结构时指数据的各数据项之间的逻辑关系。,tof,2,A,错误,正确
判断(2分)算法的优劣与算法描述语言无关，但与所用的计算机有关。,tof,2,A,错误,正确
判断(2分)算法可以用不同的语言描述，如果用C或PASCAL语言等高级语言来描述，则算法实际上就是程序了。,tof,2,B,正确,错误
判断(2分)程序一定是算法。,tof,2,A,错误,正确
判断(2分)算法最终必须由计算机程序实现.,tof,2,B,正确,错误
判断(2分)算法的可行性是指指令不能有二义性。,tof,2,B,正确,错误
判断(2分)健壮的算法不会因非法输入数据而出现莫名其妙的状态。,tof,2,A,正确,错误
